age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, Canada,0,zero
80대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,1,positive
30대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States,0,zero
10대,normal,level3, Never-married,temp, Own-child, White, Female,35, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,positive
50대,normal,level2, Divorced, Handlers-cleaners, Unmarried, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Protective-serv, Husband, White, Male,40, Mexico,1,negative
20대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,44, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,30,temp,0,zero
30대,normal,level2, Never-married, Other-service, Not-in-family, White, Female,35, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0,zero
30대,normal,level2, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,49, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,33,temp,0,zero
40대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
50대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,35, United-States,0,zero
40대,normal,level4, Divorced, Adm-clerical, Not-in-family, White, Male,40, United-States,0,zero
40대,normal,level2, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level2, Divorced, Sales, Unmarried, White, Female,48, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, White, Male,22, United-States,0,zero
40대,normal,level3, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,60, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Prof-specialty, Husband, White, Male,45,temp,1,zero
30대,normal,level3, Never-married, Adm-clerical, Other-relative, White, Female,40, United-States,0,zero
30대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,48, United-States,0,zero
30대,normal,level2, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States,0,zero
10대,normal,level3, Never-married,temp, Own-child, White, Male,40, United-States,0,zero
60대,noincome,level1, Widowed, Farming-fishing, Unmarried, White, Female,50, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Protective-serv, Wife, White, Female,45, Germany,1,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,30, United-States,0,zero
40대,normal,level2, Divorced, Other-service, Other-relative, Black, Female,35, United-States,0,zero
30대,normal,level2, Married-spouse-absent, Other-service, Unmarried, White, Female,20, United-States,0,zero
20대,normal,level3, Divorced,temp, Own-child, White, Male,25, El-Salvador,0,zero
20대,normal,level3, Married-civ-spouse, Prof-specialty, Wife, White, Female,45, United-States,1,zero
30대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Widowed, Craft-repair, Unmarried, Black, Female,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,1,negative
40대,normal,level2, Divorced, Handlers-cleaners, Not-in-family, White, Male,16, United-States,0,positive
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,75, United-States,1,zero
50대,normal,level2, Divorced,temp, Unmarried, Black, Female,32, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Separated, Craft-repair, Not-in-family, White, Male,45, Portugal,0,zero
60대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,30, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Sales, Husband, Black, Male,40, United-States,1,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,1,zero
40대,normal,level2, Divorced, Tech-support, Unmarried, White, Female,36, United-States,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, Black, Male,20, Haiti,0,zero
70대,normal,level2, Widowed,temp, Not-in-family, White, Female,20, United-States,0,positive
60대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,1,positive
20대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,8, United-States,0,zero
40대,normal,level1, Divorced, Other-service, Not-in-family, White, Male,40, United-States,0,zero
40대,other,level2, Divorced, Craft-repair, Unmarried, White, Male,50, United-States,0,positive
30대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, Peru,1,zero
40대,normal,level2, Divorced, Adm-clerical, Other-relative, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States,0,negative
20대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Widowed, Adm-clerical, Not-in-family, White, Female,27, United-States,0,zero
50대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,positive
30대,normal,level3, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,1,zero
50대,normal,level3, Divorced, Sales, Not-in-family, Black, Female,60, United-States,0,zero
40대,normal,level3, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
10대,normal,level2, Never-married, Sales, Own-child, White, Male,14, United-States,0,positive
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0,positive
30대,normal,level3, Divorced, Adm-clerical, Not-in-family, White, Female,45, United-States,0,zero
40대,other,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1,zero
40대,normal,level2, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,8, Philippines,0,zero
20대,normal,level3, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,48, United-States,0,positive
30대,normal,level3, Divorced, Adm-clerical, Unmarried, White, Female,65, United-States,0,zero
20대,normal,level3, Never-married, Sales, Own-child, White, Male,50, United-States,0,zero
20대,normal,level3, Never-married, Other-service, Own-child, White, Female,30, United-States,0,zero
30대,normal,level3, Never-married, Other-service, Not-in-family, White, Female,15, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Sales, Wife, White, Female,25, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,1,zero
40대,normal,level3, Divorced, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
60대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,30, United-States,0,zero
30대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level3, Separated, Other-service, Unmarried, Black, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, Black, Male,40, United-States,0,zero
40대,normal,level1, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,40, United-States,0,negative
30대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,1,positive
30대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, White, Female,20, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,60, Cuba,1,zero
20대,normal,level4, Never-married, Adm-clerical, Own-child, White, Male,18, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,0,zero
30대,normal,level2, Married-spouse-absent, Other-service, Not-in-family, White, Male,35,temp,0,zero
30대,normal,level4, Never-married, Other-service, Unmarried, Black, Female,28, United-States,0,zero
10대,other,level2, Never-married, Transport-moving, Own-child, White, Male,60, United-States,0,zero
40대,normal,level3, Married-spouse-absent, Other-service, Unmarried, White, Female,30, United-States,0,zero
50대,normal,level1, Married-civ-spouse, Sales, Wife, White, Female,15, El-Salvador,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
60대,normal,level3, Divorced, Other-service, Not-in-family, White, Female,30, United-States,0,zero
40대,other,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,90, United-States,0,zero
10대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,15, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,1,negative
70대,normal,level1, Widowed, Other-service, Not-in-family, White, Female,99,temp,0,zero
20대,normal,level3, Never-married,temp, Own-child, White, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Sales, Wife, White, Female,50, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, Black, Male,40, United-States,0,zero
30대,normal,level2, Divorced, Other-service, Not-in-family, White, Female,60, United-States,0,zero
20대,normal,level4, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Other-service, Wife, White, Female,24, United-States,0,zero
30대,normal,level3, Widowed, Other-service, Not-in-family, White, Female,40,temp,0,positive
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,32, United-States,0,positive
40대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Female,43, United-States,0,zero
50대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Own-child, Black, Male,40, Cambodia,0,zero
20대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,2, United-States,0,zero
50대,other,level4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,positive
20대,normal,level2, Never-married, Transport-moving, Own-child, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse,temp, Wife, White, Female,40, United-States,0,zero
50대,normal,level2, Divorced, Craft-repair, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level1, Separated, Priv-house-serv, Other-relative, White, Female,30, Mexico,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1,zero
20대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Never-married, Other-service, Unmarried, Black, Female,38, United-States,0,zero
40대,normal,level1, Married-civ-spouse, Sales, Husband, White, Male,30, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1,zero
60대,normal,level4, Married-civ-spouse,temp, Husband, White, Male,50, United-States,1,positive
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
30대,normal,level2, Widowed, Adm-clerical, Unmarried, White, Female,68, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,55, El-Salvador,1,positive
30대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0,zero
10대,normal,level3, Never-married,temp, Own-child, White, Male,18, United-States,0,zero
10대,normal,level2, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0,zero
40대,other,level3, Married-civ-spouse, Farming-fishing, Husband, White, Male,88, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Female,35, United-States,0,zero
30대,normal,level3, Divorced, Exec-managerial, Not-in-family, White, Female,45, United-States,0,zero
20대,normal,level1, Never-married, Farming-fishing, Other-relative, Black, Male,40, Mexico,0,zero
30대,normal,level2, Divorced, Craft-repair, Unmarried, White, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,65, United-States,1,zero
20대,normal,level3, Never-married, Transport-moving, Own-child, White, Male,30, United-States,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,1,zero
40대,normal,level2, Never-married, Sales, Not-in-family, Black, Female,35, United-States,0,zero
10대,normal,level3, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Tech-support, Not-in-family, White, Male,52, United-States,0,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Female,12, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,0,negative
60대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,42, United-States,1,zero
10대,other,level2, Never-married, Sales, Own-child, White, Male,12, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,44, United-States,0,zero
30대,normal,level2, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
10대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,20, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
60대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,temp,1,positive
70대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,12, United-States,0,positive
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1,zero
40대,normal,level2, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,zero
60대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
30대,normal,level2, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,0,zero
50대,normal,level2, Widowed, Other-service, Not-in-family, White, Female,25, Nicaragua,0,zero
40대,normal,level4, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, United-States,1,positive
60대,normal,level2, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,1,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,35, United-States,0,zero
40대,normal,level1, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,40, Vietnam,0,zero
30대,normal,level3, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,1,positive
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0,zero
70대,normal,level2, Never-married,temp, Not-in-family, White, Male,12, United-States,0,zero
40대,normal,level3, Divorced, Adm-clerical, Not-in-family, Black, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States,0,zero
50대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,40, United-States,0,zero
50대,other,level4, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States,1,positive
40대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States,1,positive
20대,normal,level2, Never-married, Farming-fishing, Unmarried, White, Female,35, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0,zero
40대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Male,43, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,80, United-States,1,zero
60대,normal,level2, Divorced, Farming-fishing, Not-in-family, White, Female,82, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,1,zero
40대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,zero
20대,normal,level2, Separated, Protective-serv, Not-in-family, White, Male,45, United-States,0,zero
20대,normal,level3, Divorced, Prof-specialty, Not-in-family, White, Male,52, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,50, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,40, United-States,0,zero
30대,normal,level3, Separated, Exec-managerial, Unmarried, Black, Female,38, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,60, United-States,0,zero
30대,normal,level2, Widowed, Exec-managerial, Unmarried, White, Female,30, United-States,0,zero
20대,normal,level2, Never-married, Sales, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States,0,negative
20대,normal,level3, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,40,temp,0,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
10대,normal,level2, Never-married, Other-service, Own-child, White, Male,18, United-States,0,zero
30대,normal,level3, Divorced, Sales, Not-in-family, White, Male,50, United-States,1,zero
40대,normal,level1, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,36, China,0,zero
50대,normal,level2, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,0,zero
20대,normal,level2, Separated, Sales, Unmarried, Black, Female,38, United-States,0,zero
20대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
50대,normal,level3, Divorced, Farming-fishing, Not-in-family, White, Male,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,55, United-States,1,zero
50대,normal,level4, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,negative
20대,normal,level3, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,20, Philippines,0,zero
70대,normal,level3, Widowed, Craft-repair, Not-in-family, White, Male,8, Germany,1,positive
30대,normal,level3, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States,0,zero
30대,normal,level2, Separated, Other-service, Not-in-family, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Craft-repair, Own-child, White, Male,40, United-States,0,zero
40대,normal,level2, Never-married, Machine-op-inspct, Not-in-family, White, Female,37, Dominican-Republic,0,zero
20대,normal,level3, Never-married, Adm-clerical, Own-child, White, Male,10, United-States,0,zero
20대,normal,level3, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,30, United-States,0,zero
20대,normal,level2, Never-married, Other-service, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Machine-op-inspct, Not-in-family, White, Female,24, Mexico,0,zero
60대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse, Tech-support, Husband, White, Male,20, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Wife, White, Female,40, United-States,0,zero
50대,normal,level2, Divorced, Transport-moving, Not-in-family, White, Male,48, United-States,0,zero
40대,normal,level2, Never-married, Transport-moving, Not-in-family, Black, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Other-service, Own-child, White, Male,40, United-States,0,zero
20대,normal,level3, Never-married, Exec-managerial, Other-relative, Black, Female,40, United-States,0,zero
20대,normal,level3, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States,0,zero
30대,normal,level4, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,40, China,1,zero
30대,normal,level3, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,1,zero
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1,zero
20대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Never-married, Other-service, Not-in-family, White, Male,30, United-States,0,zero
20대,normal,level3, Never-married, Protective-serv, Own-child, White, Male,60, United-States,0,zero
60대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,5, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,48, United-States,1,zero
10대,normal,level2, Never-married, Sales, Own-child, White, Male,22, United-States,0,zero
50대,normal,level3, Married-civ-spouse,temp, Wife, White, Female,18, United-States,0,zero
20대,normal,level3, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States,1,positive
40대,normal,level3, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,0,zero
40대,normal,level2, Separated, Machine-op-inspct, Not-in-family, White, Male,15, United-States,0,zero
20대,normal,level2, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States,0,zero
20대,normal,level3, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,1,zero
40대,normal,level3, Widowed, Sales, Unmarried, White, Female,40, United-States,0,zero
20대,normal,level2, Never-married, Prof-specialty, Own-child, Black, Male,40, United-States,0,zero
60대,normal,level3, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
30대,normal,level2, Divorced, Sales, Unmarried, White, Female,40, United-States,0,zero
30대,normal,level2, Never-married, Other-service, Own-child, Black, Male,40, United-States,0,zero
20대,normal,level2, Never-married, Handlers-cleaners, Own-child, Black, Male,40, United-States,0,zero
20대,normal,level4, Never-married, Priv-house-serv, Not-in-family, White, Female,45,temp,0,zero
30대,normal,level3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
50대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Never-married,temp, Own-child, White, Male,40, United-States,0,negative
50대,normal,level1, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0,zero
30대,normal,level3, Never-married, Sales, Not-in-family, White, Male,50, United-States,0,zero
50대,other,level3, Divorced, Sales, Not-in-family, White, Female,50, Germany,0,zero
10대,normal,level3, Never-married, Other-service, Own-child, White, Male,3, United-States,0,zero
20대,normal,level3, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,50, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1,zero
20대,normal,level3, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States,0,zero
40대,normal,level2, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States,0,positive
40대,normal,level3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0,zero
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1,positive
40대,normal,level4, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0,negative
40대,normal,level2, Divorced, Machine-op-inspct, Not-in-family, Black, Male,40, United-States,0,zero
40대,normal,level3, Married-civ-spouse,temp, Wife, White, Female,28, United-States,1,zero
50대,normal,level4, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,1,zero
40대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,55, United-States,1,zero
70대,normal,level2, Widowed,temp, Not-in-family, White, Female,16, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States,1,negative
30대,other,level4, Never-married, Exec-managerial, Not-in-family, White, Female,45, France,1,positive
20대,normal,level2, Divorced,temp, Other-relative, Black, Female,40, United-States,0,negative
20대,normal,level3, Married-civ-spouse, Adm-clerical, Husband, White, Male,30, United-States,0,zero
40대,normal,level3, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States,0,negative
40대,normal,level2, Married-civ-spouse, Craft-repair, Husband, White, Male,72, United-States,1,zero
20대,normal,level2, Never-married, Exec-managerial, Other-relative, White, Female,42, Germany,0,zero
40대,normal,level2, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0,zero
10대,normal,level2, Never-married,temp, Own-child, White, Female,40, United-States,0,zero
50대,normal,level2, Married-civ-spouse,temp, Husband, White, Male,60, United-States,0,zero
30대,normal,level3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,38, United-States,1,positive
70대,normal,level2, Divorced, Exec-managerial, Unmarried, White, Female,3, United-States,0,zero
50대,normal,level4, Married-civ-spouse,temp, Husband, White, Male,40, United-States,0,zero
10대,normal,level2, Divorced, Craft-repair, Not-in-family, White, Female,40, El-Salvador,0,zero
60대,normal,level2, Married-civ-spouse, Sales, Husband, White, Male,10, United-States,1,positive
50대,other,level4, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1,positive
30대,normal,level2, Married-civ-spouse, Exec-managerial, Wife, White, Female,48, United-States,0,zero
40대,normal,level3, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, United-States,1,positive
50대,normal,level2, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,0,zero
